COOPERATIVA;CPF;CONTA;CONTRATO;DSPRODUTO;DTCONTRATO;VLCONTRATO;VLPARCELA;QTPARCELAS
A;41036;631348;542460;Empréstimo;30/04/2021;6.589,20;142,80;60
A;41224;646746;590271;Empréstimo;24/06/2021;1.009,80;102,00;10
A;41233;499326;313694;Empréstimo;19/06/2020;16.207,80;530,40;48
A;41294;336711;430017;Empréstimo;15/12/2020;4.906,20;183,60;36
A;41453;223439;314705;Empréstimo;22/06/2020;397,80;234,60;2
A;41482;334083;609328;Empréstimo;22/07/2021;1.326,00;40,80;60
A;41563;649773;711434;Empréstimo;29/11/2021;1.336,20;153,00;10
A;41803;184369;726864;Financiamento;21/12/2021;6.405,60;683,40;10
A;41902;2226;340226;Empréstimo;03/08/2020;1.907,40;61,20;48
A;42071;530002;506862;Empréstimo;17/03/2021;13.147,80;408,00;48
A;42098;563702;543115;Empréstimo;30/04/2021;958,80;112,20;10
A;42164;287980;236187;Empréstimo;06/03/2020;13.464,00;214,20;120
A;42182;326894;133172;Empréstimo;07/05/2020;163,20;10,20;36
A;42217;182721;407380;Empréstimo;13/11/2020;4.243,20;132,60;48
A;42257;364247;258358;Empréstimo;06/04/2020;40,80;10,20;4
A;42573;538875;214018;Empréstimo;06/01/2020;132,60;10,20;36
A;42811;441977;309743;Empréstimo;16/06/2020;8.486,40;275,40;38
A;42935;538986;205355;Empréstimo;31/07/2020;1.652,40;71,40;36
A;42953;638597;371840;Empréstimo;23/09/2020;2.590,80;81,60;48
A;42976;353014;458964;Financiamento;01/02/2021;10.842,60;408,00;36
A;43249;359717;489292;Empréstimo;26/02/2021;2.988,60;102,00;48
A;43343;496654;371908;Financiamento;23/09/2020;8.527,20;306,00;36
A;43613;389246;687906;Empréstimo;28/10/2021;4.671,60;255,00;24
A;43739;270068;461253;Empréstimo;29/01/2021;1.550,40;91,80;24
A;43781;593155;375885;Empréstimo;30/09/2020;265,20;30,60;10
A;44114;569631;194908;Empréstimo;24/10/2019;438,60;20,40;36
A;44257;147559;406554;Empréstimo;12/11/2020;3.631,20;91,80;48
A;44609;626325;445008;Empréstimo;07/01/2021;1.305,60;122,40;12
A;44840;420839;257378;Empréstimo;06/04/2020;928,20;265,20;4
A;45098;212143;287892;Empréstimo;30/04/2020;489,60;51,00;10
A;45193;500424;354387;Empréstimo;26/08/2020;142,80;20,40;10
A;45230;118753;446885;Empréstimo;20/01/2021;1.795,20;142,80;15
A;45289;655928;678585;Financiamento;19/10/2021;6.405,60;193,80;60
A;45291;562406;713796;Empréstimo;30/11/2021;2.325,60;265,20;10
A;45386;218124;229711;Empréstimo;13/02/2020;2.692,80;81,60;48
A;45588;138457;306374;Empréstimo;05/06/2020;4.263,60;132,60;48
A;45616;575699;463882;Empréstimo;29/01/2021;673,20;71,40;10
A;46156;298824;240610;Empréstimo;13/03/2020;173,40;153,00;12
A;46458;303063;159702;Empréstimo;29/04/2019;622,20;20,40;36
A;46664;654389;459302;Empréstimo;11/02/2021;3.519,00;142,80;36
A;46775;497389;561416;Empréstimo;21/05/2021;2.203,20;91,80;36
A;46838;614478;591891;Empréstimo;28/06/2021;132,60;30,60;5
A;46927;366900;632871;Empréstimo;18/08/2021;2.203,20;91,80;48
A;46967;507578;344099;Empréstimo;07/08/2020;408,00;40,80;10
A;46991;695685;714847;Financiamento;03/12/2021;1.285,20;61,20;36
A;47115;300955;464876;Empréstimo;01/02/2021;428,40;10,20;48
A;47125;151061;419148;Empréstimo;30/11/2020;9.567,60;295,80;48
A;47215;571152;266099;Empréstimo;08/04/2020;112,20;51,00;3
A;47329;391934;145479;Empréstimo;21/01/2019;612,00;30,60;24
A;47341;482593;632929;Empréstimo;17/08/2021;2.203,20;91,80;48
A;47384;495826;189060;Empréstimo;03/10/2019;550,80;20,40;36
A;47536;205911;727031;Empréstimo;21/12/2021;1.111,80;51,00;36
A;47687;414263;489343;Empréstimo;26/02/2021;1.927,80;214,20;10
A;47704;598611;347076;Empréstimo;12/08/2020;4.263,60;173,40;36
A;47810;405579;233810;Empréstimo;27/02/2020;2.509,20;91,80;36
A;47900;163519;471927;Empréstimo;08/02/2021;744,60;61,20;13
A;48048;297311;547326;Empréstimo;05/05/2021;4.926,60;153,00;48
A;48088;637845;617563;Empréstimo;30/07/2021;316,20;40,80;10
A;48157;298635;269011;Empréstimo;09/04/2020;61,20;30,60;3
A;48313;197074;364227;Empréstimo;16/09/2020;12.209,40;316,20;60
A;48329;232605;574400;Empréstimo;07/06/2021;1.315,80;51,00;36
A;48437;521190;171991;Financiamento;09/07/2019;3.355,80;122,40;36
A;48762;623285;526239;Empréstimo;13/04/2021;3.539,40;132,60;36
A;48831;464442;230966;Empréstimo;18/02/2020;8.619,00;295,80;48
A;49111;590755;543270;Empréstimo;30/04/2021;265,20;30,60;10
A;49243;669821;561395;Empréstimo;25/05/2021;785,40;51,00;18
A;49244;719013;701901;Empréstimo;16/11/2021;2.223,60;122,40;36
A;49245;719014;701908;Empréstimo;16/11/2021;6.599,40;275,40;36
A;50893;657289;509760;Empréstimo;23/03/2021;2.193,00;122,40;24
A;51148;675653;732078;Empréstimo;28/12/2021;112,20;10,20;10
A;51235;662508;564030;Financiamento;28/05/2021;6.364,80;234,60;36
A;51273;593840;215878;Empréstimo;15/01/2020;1.091,40;102,00;12
A;51310;316395;595450;Empréstimo;06/07/2021;1.244,40;132,60;10
A;51482;372251;120232;Financiamento;04/12/2017;846,60;30,60;36
A;51779;540928;240889;Empréstimo;13/03/2020;142,80;10,20;36
A;51876;598081;468921;Financiamento;16/06/2021;31.150,80;408,00;240
A;51992;697673;537779;Empréstimo;23/04/2021;2.193,00;122,40;24
A;52385;530402;395953;Financiamento;05/11/2020;6.691,20;204,00;48
A;52443;698484;541421;Empréstimo;28/04/2021;5.681,40;173,40;60
A;52494;693338;530070;Empréstimo;13/04/2021;265,20;30,60;12
A;52882;657967;701133;Empréstimo;16/11/2021;642,60;122,40;6
A;53030;299415;277857;Empréstimo;16/04/2020;163,20;61,20;3
A;53232;189391;292647;Empréstimo;08/05/2020;387,60;142,80;3
A;53273;205057;729230;Empréstimo;27/12/2021;3.947,40;459,00;10
A;53339;590233;712142;Empréstimo;30/11/2021;2.519,40;285,60;10
A;53357;647924;398744;Empréstimo;03/11/2020;846,60;122,40;8
A;53373;503307;520301;Empréstimo;30/04/2021;51,00;0,00;48
A;53413;453806;262722;Empréstimo;07/04/2020;387,60;163,20;3
A;53670;231455;147553;Empréstimo;07/02/2019;4.069,80;142,80;48
A;53678;167921;612941;Empréstimo;23/07/2021;11.322,00;387,60;48
A;53725;351621;705262;Empréstimo;22/11/2021;3.100,80;173,40;24
A;53849;237358;405309;Empréstimo;11/11/2020;2.560,20;91,80;48
A;54148;609191;393506;Empréstimo;26/10/2020;2.560,20;142,80;24
A;54209;411956;443257;Empréstimo;06/01/2021;867,00;71,40;12
A;54225;170186;616672;Financiamento;29/07/2021;4.243,20;102,00;60
A;54228;304775;492424;Empréstimo;01/03/2021;2.203,20;71,40;48
A;54278;587344;443564;Empréstimo;19/01/2021;877,20;30,60;36
A;54737;567204;287124;Empréstimo;30/04/2020;214,20;20,40;10
A;54772;185035;218099;Empréstimo;16/01/2020;3.967,80;153,00;36
A;54789;273404;295327;Empréstimo;17/06/2020;4.314,60;122,40;48
A;54793;226177;326310;Empréstimo;10/07/2020;102,00;61,20;2
A;54802;283664;151492;Financiamento;07/03/2019;8.486,40;326,40;36
A;54842;107028;445721;Empréstimo;08/01/2021;5.416,20;163,20;48
A;55105;596556;663880;Empréstimo;24/09/2021;3.223,20;71,40;60
A;55108;295218;160878;Financiamento;09/05/2019;8.486,40;265,20;48
A;55143;412772;296616;Empréstimo;18/05/2020;1.285,20;51,00;36
A;55359;242122;549468;Financiamento;17/05/2021;8.486,40;214,20;60
A;55366;388661;581823;Financiamento;15/06/2021;5.120,40;193,80;36
A;55386;382492;505550;Empréstimo;16/03/2021;1.836,00;61,20;36
A;55658;284806;150358;Empréstimo;17/08/2020;275,40;10,20;60
A;55994;372943;141748;Financiamento;14/12/2018;6.303,60;244,80;36
A;55996;146196;400866;Financiamento;06/11/2020;5.171,40;153,00;48
A;56177;547107;423702;Financiamento;07/12/2020;2.988,60;91,80;38
A;56225;463665;668996;Financiamento;29/09/2021;6.334,20;193,80;48
A;56366;138577;383069;Empréstimo;14/10/2020;856,80;30,60;48
A;56379;33699;249641;Financiamento;02/04/2020;8.904,60;265,20;48
A;56558;190176;519940;Financiamento;14/04/2021;2.560,20;71,40;48
A;56753;554745;423896;Empréstimo;09/12/2020;2.417,40;122,40;24
A;56812;349951;552035;Empréstimo;10/05/2021;7.497,00;224,40;48
A;56869;278082;386190;Empréstimo;09/11/2020;8.537,40;183,60;60
A;56962;617484;726951;Empréstimo;21/12/2021;4.457,40;163,20;48
A;57115;407935;147438;Empréstimo;05/02/2019;5.089,80;163,20;48
A;57427;236172;135413;Empréstimo;18/10/2018;3.743,40;153,00;36
A;57505;594670;364082;Financiamento;14/09/2020;7.711,20;234,60;48
A;57554;517484;452046;Empréstimo;14/01/2021;4.243,20;142,80;48
A;57613;220021;253341;Empréstimo;03/04/2020;163,20;10,20;60
A;57782;441588;639987;Empréstimo;26/08/2021;265,20;20,40;12
A;57796;248260;486293;Empréstimo;23/02/2021;6.599,40;214,20;36
A;57878;259699;628010;Empréstimo;11/08/2021;12.811,20;326,40;60
A;57938;524160;711822;Empréstimo;30/11/2021;11.974,80;275,40;60
A;57996;501270;505346;Empréstimo;17/03/2021;877,20;40,80;36
A;58200;463946;666877;Empréstimo;27/09/2021;4.243,20;479,40;10
A;58296;599766;396992;Empréstimo;29/10/2020;1.285,20;71,40;24
A;58337;159336;675644;Empréstimo;27/10/2021;2.325,60;255,00;10
A;58399;504269;405867;Empréstimo;12/11/2020;12.729,60;397,80;48
A;58421;541402;352509;Financiamento;24/08/2020;8.486,40;255,00;48
A;58453;706106;585005;Financiamento;18/06/2021;8.486,40;275,40;48
A;58672;109335;119644;Empréstimo;10/11/2017;5.905,80;122,40;72
A;58679;682183;542169;Empréstimo;29/04/2021;612,00;30,60;24
A;58799;361405;140582;Financiamento;29/11/2018;2.560,20;102,00;36
A;58839;169963;390334;Financiamento;25/01/2021;88.230,00;1.642,20;120
A;58846;411939;188799;Empréstimo;03/10/2019;1.101,60;30,60;48
A;59051;674966;720798;Empréstimo;10/12/2021;377,40;40,80;10
A;59106;210983;233955;Empréstimo;02/03/2020;2.641,80;51,00;60
A;59147;221088;377612;Empréstimo;01/10/2020;1.917,60;61,20;36
A;59427;89259;337250;Empréstimo;29/07/2020;193,80;61,20;12
A;59433;89265;340880;Empréstimo;03/08/2020;428,40;204,00;2
A;59440;89273;116861;Empréstimo;31/03/2017;5.599,80;204,00;48
A;59445;108577;161008;Empréstimo;07/05/2019;3.396,60;81,60;60
A;59476;324693;385195;Empréstimo;13/10/2020;938,40;40,80;36
A;59589;328695;257984;Empréstimo;06/04/2020;1.162,80;336,60;4
A;59593;328699;561730;Financiamento;14/07/2021;119.462,40;1.846,20;240
A;59691;696992;709584;Empréstimo;29/11/2021;1.193,40;71,40;24
A;59712;389841;704893;Empréstimo;22/11/2021;3.335,40;142,80;36
A;59955;678315;617627;Empréstimo;30/07/2021;183,60;20,40;10
A;60488;191054;441100;Empréstimo;04/01/2021;12.678,60;408,00;36
A;60536;594479;211232;Empréstimo;23/12/2019;438,60;40,80;12
A;60653;327424;206996;Empréstimo;09/12/2019;816,00;40,80;24
A;60734;320870;580714;Empréstimo;14/06/2021;438,60;10,20;36
A;60785;109250;499154;Empréstimo;10/03/2021;6.599,40;224,40;36
A;60847;531213;268342;Empréstimo;09/04/2020;102,00;0,00;36
A;60955;120755;489123;Empréstimo;26/02/2021;6.171,00;183,60;48
A;61123;730689;372734;Empréstimo;24/09/2020;1.958,40;51,00;48
A;61286;315169;462719;Empréstimo;28/01/2021;3.396,60;132,60;38
A;61323;421676;618169;Empréstimo;30/07/2021;255,00;30,60;10
A;61415;366093;498190;Empréstimo;08/03/2021;2.478,60;81,60;36
A;61449;677712;585813;Financiamento;18/06/2021;8.486,40;448,80;24
A;61557;684517;624011;Empréstimo;12/08/2021;2.172,60;244,80;10
A;61875;659901;644101;Empréstimo;01/09/2021;2.203,20;102,00;36
A;61912;229488;310665;Financiamento;19/06/2020;3.967,80;112,20;48
A;61964;529190;287764;Empréstimo;30/04/2020;4.263,60;173,40;36
A;62004;409456;317914;Empréstimo;30/06/2020;15.575,40;550,80;48
A;62139;679701;486893;Financiamento;26/04/2021;88.291,20;1.315,80;240
A;62232;587441;516039;Empréstimo;29/03/2021;1.815,60;204,00;10
A;62276;188963;363122;Empréstimo;14/09/2020;12.229,80;326,40;60
A;62356;221274;181838;Empréstimo;30/08/2019;4.406,40;285,60;20
A;62444;214295;319845;Empréstimo;02/07/2020;2.733,60;102,00;36
A;62579;310992;612640;Financiamento;23/07/2021;4.049,40;193,80;24
A;63038;555337;313368;Empréstimo;19/06/2020;12.637,80;469,20;40
A;63119;175142;287507;Empréstimo;30/04/2020;91,80;51,00;2
A;63310;729990;157891;Financiamento;06/09/2019;44.023,20;581,40;180
A;63405;605959;546789;Financiamento;05/05/2021;8.486,40;244,80;48
A;63564;659642;537901;Empréstimo;30/04/2021;1.448,40;81,60;24
A;63618;544869;340017;Empréstimo;31/07/2020;408,00;224,40;2
A;63964;81833;578750;Empréstimo;11/06/2021;3.712,80;122,40;48
A;64458;300711;565985;Financiamento;27/05/2021;6.793,20;173,40;48
A;64460;589356;475897;Financiamento;11/02/2021;6.395,40;244,80;36
A;64482;190041;403694;Financiamento;10/11/2020;2.131,80;81,60;36
A;64553;679720;458949;Empréstimo;22/01/2021;1.407,60;40,80;60
A;64586;689531;617277;Empréstimo;30/07/2021;989,40;112,20;10
A;64606;128873;138132;Empréstimo;01/11/2018;6.599,40;173,40;48
A;64653;563651;435946;Empréstimo;22/12/2020;14.851,20;550,80;36
A;65122;405570;315130;Empréstimo;23/06/2020;6.385,20;173,40;48
A;65158;686357;666794;Empréstimo;27/09/2021;724,20;81,60;10
A;65208;238916;233982;Empréstimo;27/02/2020;6.823,80;265,20;36
A;65216;337783;245461;Empréstimo;31/03/2020;10.863,00;377,40;43
A;65341;209908;202102;Empréstimo;20/11/2019;4.396,20;163,20;36
A;65363;261791;120919;Financiamento;13/12/2017;6.364,80;204,00;48
A;65422;591188;531995;Empréstimo;23/04/2021;3.651,60;122,40;60
A;65638;592195;439307;Empréstimo;30/12/2020;663,00;71,40;10
A;65651;438590;642581;Empréstimo;06/09/2021;3.366,00;142,80;48
A;65652;438591;135528;Empréstimo;05/10/2018;3.427,20;102,00;48
A;65941;365184;150471;Empréstimo;01/03/2019;2.182,80;112,20;48
A;66129;281948;429913;Empréstimo;15/12/2020;10.608,00;326,40;48
A;66209;503095;329743;Empréstimo;16/07/2020;214,20;122,40;2
A;66227;521244;187804;Empréstimo;27/09/2019;357,00;30,60;13
A;66468;582981;190188;Empréstimo;08/10/2019;3.100,80;122,40;48
A;66557;585216;398669;Empréstimo;03/11/2020;214,20;20,40;12
A;66951;450472;507200;Empréstimo;18/03/2021;8.670,00;285,60;36
A;67090;555099;200018;Empréstimo;12/11/2019;1.101,60;61,20;24
A;67177;475276;185247;Empréstimo;17/09/2019;1.438,20;51,00;48
A;67383;524912;241699;Financiamento;18/03/2020;6.405,60;265,20;48
A;67395;518416;172122;Financiamento;17/07/2019;6.058,80;224,40;60
A;67568;415817;199059;Empréstimo;11/11/2019;1.326,00;51,00;36
A;67592;295745;151197;Empréstimo;29/04/2020;122,40;10,20;24
A;67831;465502;453437;Empréstimo;18/01/2021;6.599,40;255,00;36
A;67866;439408;144836;Empréstimo;25/01/2019;4.579,80;173,40;48
A;68095;423674;639209;Empréstimo;26/08/2021;867,00;81,60;12
A;68287;439533;550741;Empréstimo;10/05/2021;1.632,00;183,60;10
A;68737;728430;723511;Empréstimo;17/12/2021;2.213,40;81,60;36
A;68940;176681;160222;Empréstimo;03/05/2019;3.121,20;112,20;36
A;69040;714234;658149;Empréstimo;17/09/2021;438,60;40,80;12
A;69398;430758;145265;Financiamento;25/01/2019;2.988,60;91,80;48
A;69717;178995;494225;Empréstimo;03/03/2021;4.335,00;122,40;48
A;70108;600833;417506;Financiamento;04/12/2020;5.457,00;204,00;36
A;70318;212513;281265;Empréstimo;22/04/2020;1.764,60;673,20;3
A;70536;1734;379846;Empréstimo;08/10/2020;8.537,40;255,00;48
A;70609;333786;196144;Empréstimo;30/10/2019;622,20;20,40;48
A;70659;480657;323115;Financiamento;08/07/2020;6.579,00;204,00;48
A;70670;415483;250395;Empréstimo;02/04/2020;61,20;30,60;3
A;70674;415487;192995;Empréstimo;21/10/2019;2.417,40;61,20;48
A;70691;271957;197816;Financiamento;28/11/2019;8.486,40;265,20;48
A;70844;555782;405993;Financiamento;18/11/2020;8.486,40;255,00;48
A;71012;493623;373658;Empréstimo;25/09/2020;8.333,40;275,40;36
A;71141;471777;701986;Empréstimo;16/11/2021;448,80;20,40;36
A;71142;471778;211845;Empréstimo;26/12/2019;1.009,80;61,20;24
A;71175;325014;139486;Empréstimo;20/11/2018;5.508,00;132,60;60
A;71341;728627;278448;Empréstimo;14/05/2020;3.355,80;112,20;60
A;71349;384978;696961;Empréstimo;08/11/2021;489,60;61,20;10
A;71371;363361;279948;Empréstimo;20/04/2020;13.147,80;418,20;48
A;71425;517663;628980;Empréstimo;12/08/2021;1.275,00;71,40;24
A;71661;519579;342757;Financiamento;06/08/2020;8.527,20;357,00;30
A;71736;199451;718560;Empréstimo;08/12/2021;4.426,80;214,20;24
A;71772;367012;206950;Empréstimo;09/12/2019;9.516,60;326,40;48
A;71855;339889;208751;Empréstimo;13/12/2019;3.141,60;142,80;24
A;72189;693011;690305;Empréstimo;01/11/2021;571,20;61,20;10
A;72240;508130;402939;Empréstimo;09/11/2020;4.008,60;142,80;48
A;72276;345916;259592;Empréstimo;06/04/2020;51,00;20,40;3
A;72379;556452;597361;Financiamento;02/07/2021;4.263,60;153,00;36
A;72691;664081;574068;Empréstimo;07/06/2021;877,20;51,00;24
A;72750;159526;681185;Empréstimo;19/10/2021;1.907,40;81,60;36
A;72911;248001;568973;Empréstimo;31/05/2021;3.508,80;153,00;25
A;73003;556196;418128;Empréstimo;30/11/2020;4.171,80;469,20;10
A;73018;315490;615255;Empréstimo;28/07/2021;1.173,00;132,60;10
A;73051;392775;250700;Empréstimo;02/04/2020;979,20;30,60;60
A;73122;731496;609234;Empréstimo;19/07/2021;3.519,00;112,20;48
A;73124;731498;566686;Empréstimo;31/05/2021;10.975,20;357,00;48
A;73248;572312;279567;Empréstimo;17/04/2020;193,80;10,20;60
A;73256;572320;210099;Financiamento;20/12/2019;8.639,40;367,20;48
A;73307;614331;280600;Empréstimo;05/05/2020;6.405,60;346,80;24
A;73390;579198;383916;Financiamento;13/10/2020;4.743,00;142,80;48
A;73479;537830;508614;Financiamento;23/03/2021;7.466,40;479,40;18
A;73482;670407;681902;Empréstimo;19/10/2021;3.753,60;163,20;36
A;73499;726495;148507;Financiamento;12/02/2019;6.364,80;204,00;48
A;74045;263230;727541;Empréstimo;23/12/2021;4.457,40;163,20;48
A;74057;338793;439210;Empréstimo;30/12/2020;3.682,20;132,60;48
A;74155;369112;316285;Empréstimo;24/06/2020;306,00;10,20;48
A;74221;338127;203884;Financiamento;29/11/2019;8.904,60;285,60;48
A;74456;626906;715675;Empréstimo;02/12/2021;6.364,80;357,00;26
A;74524;292726;123068;Financiamento;15/02/2018;2.468,40;255,00;48
A;74564;388897;306338;Empréstimo;09/06/2020;9.628,80;183,60;72
A;74612;674752;571271;Financiamento;01/06/2021;6.395,40;244,80;36
A;74826;397110;696357;Empréstimo;08/11/2021;1.876,80;214,20;10
A;75004;598547;657158;Financiamento;16/09/2021;2.131,80;81,60;36
A;75009;316489;359459;Empréstimo;08/09/2020;2.560,20;102,00;36
A;75063;178792;272355;Empréstimo;13/04/2020;1.693,20;632,40;3
A;75242;130674;291514;Empréstimo;07/05/2020;1.101,60;408,00;3
A;75244;323372;301932;Empréstimo;26/05/2020;40,80;0,00;48
A;75387;243763;162905;Empréstimo;17/05/2019;2.641,80;102,00;36
A;75398;605613;310933;Financiamento;16/06/2020;4.630,80;142,80;48
A;75609;601960;218116;Financiamento;16/01/2020;2.244,00;71,40;48
A;75767;234618;500861;Financiamento;15/03/2021;6.395,40;214,20;36
A;75792;523421;243806;Empréstimo;27/03/2020;12.484,80;336,60;48
A;76002;707370;661492;Empréstimo;22/09/2021;4.457,40;183,60;48
A;76034;148809;149745;Financiamento;25/02/2019;5.518,20;214,20;36
A;76353;491105;288478;Empréstimo;04/05/2020;2.121,60;71,40;48
A;76375;709139;641271;Empréstimo;03/09/2021;2.203,20;102,00;36
A;76459;653803;723832;Financiamento;16/12/2021;8.190,60;295,80;36
A;76664;719839;626001;Empréstimo;13/08/2021;877,20;51,00;24
A;76809;655773;439190;Empréstimo;30/12/2020;856,80;30,60;36
A;77192;178908;295270;Empréstimo;13/05/2020;540,60;306,00;2
A;77290;456783;478606;Empréstimo;17/02/2021;2.203,20;91,80;36
A;77344;238038;189041;Empréstimo;17/10/2019;3.223,20;122,40;36
A;77491;391958;122558;Empréstimo;31/01/2018;11.883,00;244,80;75
A;77857;173323;390721;Empréstimo;21/10/2020;1.805,40;122,40;24
A;77869;531003;252891;Empréstimo;06/04/2020;469,20;20,40;24
A;78164;108150;397818;Financiamento;30/10/2020;6.395,40;326,40;24
A;78672;679711;640430;Empréstimo;30/08/2021;3.957,60;132,60;36
A;78721;670066;467520;Empréstimo;03/02/2021;438,60;20,40;24
A;78884;519209;241147;Empréstimo;17/03/2020;1.754,40;81,60;24
A;78887;346241;704503;Empréstimo;22/11/2021;4.243,20;224,40;24
A;78991;237856;440617;Empréstimo;11/01/2021;4.406,40;173,40;36
A;79060;419846;518450;Financiamento;08/04/2021;4.263,60;153,00;36
A;79206;209462;329609;Empréstimo;21/07/2020;5.120,40;153,00;48
A;79389;161128;647598;Empréstimo;03/09/2021;877,20;51,00;24
A;79589;486911;353538;Empréstimo;25/08/2020;4.029,00;153,00;36
A;79857;466542;642771;Empréstimo;31/08/2021;877,20;40,80;36
A;79981;220249;402383;Empréstimo;09/11/2020;2.968,20;132,60;30
A;80025;317025;435692;Empréstimo;22/12/2020;3.029,40;214,20;16
A;80278;236470;720148;Empréstimo;09/12/2021;1.326,00;71,40;24
A;80307;187408;195596;Empréstimo;28/10/2019;3.100,80;91,80;42
A;80319;432947;349311;Empréstimo;17/08/2020;1.693,20;163,20;12
A;80429;273635;145380;Empréstimo;18/01/2019;3.937,20;132,60;48
A;80616;170584;162555;Financiamento;17/05/2019;4.243,20;132,60;48
A;80770;432300;542421;Financiamento;10/05/2021;56.640,60;754,80;240
A;80852;513107;194358;Empréstimo;22/10/2019;438,60;20,40;24
A;80882;440554;392854;Empréstimo;28/10/2020;1.030,20;102,00;12
